0.12058,0.36144,0.44051,0.41487,0.45148,0.47588,0.46978,0.46368,0.44538,0.42708,0.39657,0.35996,0.27455,0.15033,0.23524,0.24259,0.23524,0.24259,0.23524,0.24259,0.24259,0.24259,0.24259,0.23524,0.24259,0.36408,0.36212,0.44902,0.50696,0.53593,0.59111,0.6212,0.64461,0.65854,0.67247,0.68417,0.68863,0.68863,0.69086,0.68362,0.67638,0.66691,0.65019,0.63125,0.60283,0.5694,0.4953,0.39724,0.23734,0.0
0.38927,0.43734,0.41487,0.46368,0.47588,0.47588,0.46978,0.45758,0.44538,0.41487,0.35386,0.25625,0.0,0.0,0.10292,0.24259,0.24259,0.24259,0.24259,0.24259,0.24259,0.24259,0.24259,0.24259,0.51056,0.62644,0.55183,0.49972,0.52145,0.55042,0.60281,0.63067,0.65631,0.67024,0.68417,0.68863,0.69811,0.69811,0.69532,0.69309,0.67861,0.65966,0.64295,0.62401,0.56885,0.48751,0.38722,0.21005,0.0,0.0
0.44661,0.42708,0.46368,0.46978,0.48198,0.48198,0.46978,0.45758,0.43318,0.35996,0.25625,0.0,0.0,0.0,0.0,0.11027,0.23524,0.24259,0.24259,0.24995,0.24995,0.24995,0.32961,0.54688,0.64827,0.69897,0.69832,0.60231,0.53593,0.57605,0.61228,0.64238,0.66801,0.68194,0.69588,0.70034,0.70257,0.7048,0.69532,0.69755,0.68084,0.66412,0.62122,0.55659,0.47748,0.36494,0.15657,0.0,0.0,0.0
0.41487,0.45148,0.46978,0.48198,0.48809,0.48198,0.47588,0.43928,0.36606,0.26235,0.0,0.0,0.0,0.0,0.0,0.02205,0.11762,0.21319,0.24995,0.24995,0.2573,0.42376,0.58309,0.66287,0.69897,0.73518,0.7715,0.69766,0.62382,0.59444,0.63569,0.66355,0.68194,0.69588,0.70758,0.71928,0.72151,0.7165,0.70926,0.69254,0.66635,0.6112,0.53933,0.45798,0.33096,0.03791,0.0,0.0,0.0,0.0
0.43318,0.45758,0.47588,0.49419,0.50029,0.48809,0.45148,0.38437,0.29285,0.09762,0.0,0.0,0.0,0.0,0.0,0.0,0.02941,0.11762,0.19849,0.2573,0.48905,0.61217,0.67022,0.70632,0.74253,0.7715,0.79323,0.78555,0.71182,0.6839,0.6641,0.68473,0.70312,0.71705,0.72875,0.73321,0.73321,0.7282,0.697,0.65856,0.6034,0.52429,0.42846,0.28472,0.03791,0.0,0.0,0.0,0.0,0.0
0.44538,0.46978,0.49419,0.50029,0.49419,0.46368,0.40877,0.33556,0.20134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03676,0.132,0.47348,0.61952,0.67033,0.72102,0.75724,0.78621,0.81517,0.82231,0.85128,0.7996,0.78294,0.73897,0.7176,0.73154,0.74547,0.75216,0.75439,0.72542,0.69645,0.64853,0.58837,0.50925,0.39671,0.20729,0.03791,0.0,0.0,0.0,0.0,0.0,0.0
0.45148,0.48198,0.50029,0.49419,0.46978,0.43318,0.37217,0.28065,0.07931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18106,0.34839,0.47239,0.5966,0.69897,0.75724,0.79356,0.82253,0.8515,0.87322,0.88771,0.88003,0.86728,0.8379,0.78501,0.76441,0.77611,0.75383,0.72487,0.68141,0.63573,0.56609,0.47527,0.35047,0.06467,0.03345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45758,0.49419,0.48809,0.47588,0.44538,0.40267,0.34166,0.23794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23175,0.30418,0.36936,0.45692,0.56654,0.66891,0.76404,0.85171,0.87344,0.88782,0.90954,0.93862,0.98656,0.96331,0.93171,0.88394,0.80508,0.74381,0.7193,0.67585,0.61345,0.54158,0.43851,0.28028,0.06467,0.01784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47588,0.47588,0.46978,0.45758,0.42708,0.38437,0.32336,0.21354,0.0,0.0,0.0,0.0,0.0,0.0,0.13036,0.24624,0.31866,0.36936,0.42005,0.46351,0.55118,0.6462,0.74133,0.82911,0.91689,0.94608,0.96781,0.98954,1.05977,1.052,0.99153,0.91479,0.8337,0.7359,0.66081,0.60064,0.51429,0.40397,0.15939,0.06021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45758,0.46368,0.45148,0.43928,0.40877,0.37217,0.31115,0.21354,0.0,0.0,0.0,0.0,0.0,0.17382,0.26072,0.3259,0.38384,0.4273,0.47075,0.51421,0.55042,0.63085,0.71863,0.80641,0.89429,0.98207,1.03321,1.04826,1.09176,1.08944,1.02451,0.93117,0.83325,0.72598,0.59763,0.47975,0.34325,0.09143,0.04906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
