0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.08,0.09,0.1,0.1,0.1,0.17,0.415,0.49,0.564,0.624,0.662,0.68,0.68,0.66,0.612,0.534,0.418,0.206,0.0,0.0,0.024,0.042,0.084,0.117,0.15,0.15,0.117,0.084,0.042,0.024,0.0,0.0,0.206,0.418,0.534,0.612,0.66,0.68,0.68,0.662,0.624,0.564,0.49,0.415,0.17,0.1,0.1,0.1,0.09,0.08,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.075,0.085,0.095,0.095,0.095,0.095,0.085,0.245,0.441,0.526,0.602,0.646,0.67,0.68,0.666,0.638,0.576,0.478,0.34,0.1,0.024,0.042,0.051,0.087,0.12,0.1575,0.15,0.114,0.072,0.027,0.0,0.0,0.0,0.044,0.324,0.472,0.57,0.62,0.65,0.672,0.664,0.638,0.581,0.565,0.515,0.395,0.095,0.1,0.095,0.09,0.075,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.09,0.1,0.1,0.1,0.09,0.08,0.088,0.316,0.458,0.556,0.62,0.65,0.666,0.672,0.64,0.59,0.5,0.43,0.328,0.042,0.051,0.0615,0.09,0.1275,0.1575,0.144,0.102,0.0525,0.0,0.0,0.0,0.04,0.06,0.072,0.386,0.5,0.58,0.626,0.648,0.642,0.618,0.625,0.6,0.57,0.495,0.35,0.1,0.095,0.085,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.065,0.085,0.095,0.1,0.1,0.095,0.085,0.079,0.093,0.064,0.372,0.5,0.57,0.62,0.642,0.644,0.628,0.56,0.54,0.498,0.449,0.331,0.057,0.0675,0.0975,0.1245,0.1515,0.1275,0.09,0.0225,0.0,0.0,0.028,0.052,0.068,0.076,0.256,0.436,0.536,0.588,0.62,0.616,0.58,0.64,0.64,0.615,0.545,0.47,0.305,0.095,0.075,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.075,0.085,0.095,0.1,0.1,0.095,0.085,0.105,0.095,0.072,0.23,0.42,0.52,0.562,0.594,0.612,0.604,0.57,0.565,0.559,0.521,0.447,0.327,0.0675,0.102,0.1215,0.1425,0.1155,0.045,0.0225,0.0,0.024,0.052,0.064,0.076,0.08,0.08,0.35,0.462,0.53,0.56,0.55,0.61,0.65,0.65,0.63,0.59,0.53,0.425,0.23,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.09,0.1,0.1,0.1,0.09,0.112,0.116,0.082,0.072,0.08,0.3,0.44,0.512,0.546,0.576,0.55,0.569,0.586,0.588,0.554,0.51,0.44,0.322,0.099,0.1305,0.123,0.0825,0.045,0.015,0.004,0.048,0.064,0.072,0.08,0.08,0.08,0.222,0.394,0.468,0.48,0.525,0.61,0.64,0.655,0.635,0.61,0.565,0.495,0.375,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.065,0.085,0.095,0.1,0.1,0.095,0.098,0.123,0.119,0.072,0.08,0.08,0.08,0.352,0.444,0.498,0.5,0.53,0.576,0.588,0.584,0.58,0.55,0.49,0.429,0.343,0.1185,0.09,0.0825,0.045,0.015,0.044,0.06,0.072,0.076,0.08,0.076,0.076,0.068,0.302,0.372,0.44,0.535,0.59,0.63,0.635,0.64,0.63,0.585,0.525,0.44,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.065,0.085,0.095,0.1,0.1,0.095,0.125,0.135,0.117,0.076,0.08,0.08,0.076,0.208,0.352,0.414,0.45,0.523,0.565,0.577,0.587,0.58,0.557,0.517,0.486,0.4415,0.339,0.09,0.075,0.045,0.0475,0.06,0.072,0.08,0.08,0.08,0.072,0.064,0.056,0.184,0.32,0.41,0.51,0.57,0.61,0.63,0.63,0.62,0.59,0.54,0.475,0.35,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.07,0.09,0.095,0.1,0.1,0.123,0.137,0.138,0.116,0.076,0.08,0.076,0.068,0.06,0.246,0.32,0.43,0.488,0.534,0.56,0.57,0.57,0.564,0.528,0.5085,0.472,0.4225,0.3225,0.075,0.0735,0.0675,0.068,0.076,0.08,0.08,0.076,0.068,0.056,0.032,0.0,0.26,0.405,0.485,0.535,0.585,0.61,0.605,0.605,0.585,0.545,0.465,0.39,0.31,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.075,0.09,0.095,0.1,0.1,0.139,0.149,0.137,0.11,0.08,0.08,0.072,0.064,0.048,0.058,0.28,0.385,0.441,0.497,0.53,0.547,0.547,0.541,0.519,0.5035,0.5,0.4825,0.4225,0.343,0.0935,0.068,0.076,0.08,0.08,0.076,0.068,0.06,0.036,0.0,0.0,0.235,0.375,0.465,0.515,0.56,0.58,0.585,0.575,0.565,0.515,0.45,0.41,0.36,0.28,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
